"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG","poss.number","def.number"
1298,"89","D","ENG","Rose","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,"90","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,"90","F","ENG","Duggan","passes.b.c",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,"90","M","ENG","Bassett","passes.s.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,"90","D","ENG","Rose","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,"90","M","ENG","Davison","passes.f.c",NA,NA,"flick.on","D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,"90","M","ENG","Nobbs","passes.s.c",NA,NA,"lay.off","M","BOS","Aleksic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,"90","M","ENG","Davison","passes.f.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,"90","-",NA,NA,NA,NA,NA,NA,"M","BOS","Aleksic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1306,"90","M","ENG","Nobbs","passes.f",NA,NA,"th","D","BOS","Amira Spahic","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,"90","M","BOS","Hadzic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,"90","M","BOS","Hadzic","movement",NA,NA,NA,"F","ENG","J Scott","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,"90","M","BOS","Hadzic","movement",NA,NA,NA,"F","ENG","J Scott","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,"90","M","BOS","Hadzic","passes.f",NA,NA,NA,"F","ENG","J Scott","blocks",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
1311,"90","D","BOS","Kulis","passes.f",NA,NA,"throw.in","M","ENG","Davison","blocks",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
1312,"91","F","BOS","Alisa Spahic","substitution.off",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,"91","-","BOS","Piskic","substitution.on",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,"91","D","BOS","Kulis","passes.f.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1315,"91","M","BOS","Aleksic","passes.f",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,"91","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,"92","D","ENG","Stoney","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1318,"92","GK","ENG","Bardsley","clearances",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1319,"92","M","ENG","Nobbs","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1320,"92","M","ENG","Nobbs","lost.touch",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321,"92","-","BOS","Piskic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322,"92","-","BOS","Piskic","movement",NA,NA,NA,"M","ENG","Nobbs","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1323,"92","-","BOS","Piskic","passes.s.c",NA,NA,NA,"M","ENG","Nobbs","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,"92","-","BOS","Lihovic","dispossessed",NA,NA,NA,"F","ENG","Duggan","tackles.ball",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
1325,"92","M","BOS","Seslija","passes.f.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,"92","M","BOS","Nikolic","passes.b.c",NA,NA,"headed","F","ENG","Duggan","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,"92","M","BOS","Seslija","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328,"92","M","BOS","Seslija","lost.touch",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,"92","F","ENG","Duggan","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,"92","F","ENG","Duggan","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,"92","F","ENG","Duggan","passes.s.c",NA,NA,NA,"-","BOS","Piskic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,"92","M","ENG","Nobbs","passes.f",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,"92","-",NA,NA,NA,NA,NA,NA,"D","BOS","M Hasanbegovic","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,"92","M","BOS","Seslija","dispossessed",NA,NA,NA,"D","ENG","Stokes","challenged",NA,NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA,NA,NA
1334,"93","D","BOS","Amira Spahic","passes.f",NA,NA,"free.kick","M","ENG","Bassett","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,"93","F","ENG","Aluko","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,"93","F","ENG","Aluko","lost.touch",NA,NA,NA,"M","BOS","Seslija","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337,"93","D","BOS","Kulis","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338,"93","D","BOS","Kulis","passes.f",NA,NA,NA,"M","ENG","Nobbs","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,"93","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,"93","D","ENG","Stoney","passes.s",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,"93","GK","BOS","Hodzic","passes.f",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1342,"93","D","ENG","Turner","passes.f",NA,NA,NA,"M","BOS","Radeljic","challenged",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1343,"93","M","BOS","Radeljic","substitution.off",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344,"94","-","BOS","Stantic","substitution.on",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345,"94","D","BOS","Kulis","passes.f",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346,"94","-","BOS","Stantic","aerial.lost",NA,NA,NA,"M","ENG","Davison","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347,"94","F","ENG","J Scott","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348,"94","F","ENG","J Scott","passes.f",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,"94","M","BOS","Aleksic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350,"94","M","BOS","Aleksic","passes.f",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,"94","M","BOS","Nikolic","aerial.lost",NA,NA,NA,"D","ENG","Turner","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,"94","M","ENG","Nobbs","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353,"94","D","ENG","Stokes","passes.s.c",NA,NA,NA,"-","BOS","Lihovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,"94","F","ENG","Duggan","lost.touch",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1355,"94","-","BOS","Piskic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1356,"94","-","BOS","Piskic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1357,"95","D","ENG","Stokes","passes.b",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1358,"95","-",NA,NA,"end.of.match",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
